vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,region,country,population,density,make_name,make_type
466,Roadbike,505,2008,SXV,Black,10/30/2021,114,Canterbury,New Zealand,655000,14.72,Aprilia,Standard
467,Roadbike,550,2009,CB,Silver,2/6/2022,114,Canterbury,New Zealand,655000,14.72,Honda,Standard
468,Trailer - Heavy,558,2017,STARCRAFT,White,1/4/2022,102,Auckland,New Zealand,1695200,343.09,Jayco,Standard
469,Trailer,623,2017,BES1500,Silver,12/23/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
470,Trailer,623,2017,PL27084 ACCESS,Silver,11/11/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
471,Trailer,514,2017,TRAILER 8X4,Silver,1/18/2022,103,Waikato,New Zealand,513800,21.5,Briford,Standard
472,Trailer,623,2017,TRANSPORT MGE,Silver,2/28/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
473,Trailer,623,2017,TUI,Silver,12/31/2021,107,Taranaki,New Zealand,127300,17.55,Trailer,Standard
474,Trailer,514,2017,8X4,Silver,4/5/2022,115,Otago,New Zealand,246000,7.89,Briford,Standard
475,Trailer,549,1976,TRAILER,White,11/21/2021,104,Bay of Plenty,New Zealand,347700,28.8,Homebuilt,Standard
476,Trailer,623,2017,VULCAN C8X5T,Silver,10/17/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
477,Trailer,623,2017,TOP GEAR,Black,10/27/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
478,Trailer,562,2017,K844T,Silver,1/28/2022,114,Canterbury,New Zealand,655000,14.72,Kea,Standard
479,Trailer,623,2017,EASY TILI,Silver,2/18/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
480,Boat Trailer,623,2017,HOMEBUILT,Silver,3/20/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
481,Trailer,623,2008,BUNNINGS,Silver,2/24/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Trailer,Standard
482,Boat Trailer,636,2017,RED RUNNER H/B,Silver,1/20/2022,102,Auckland,New Zealand,1695200,343.09,Yamaha,Standard
483,Trailer,623,2017,TRAILER PRO,Silver,10/21/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
484,Trailer,623,2017,HOMEBUILT,Silver,11/6/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
485,Trailer,562,2008,844X,Silver,3/9/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Kea,Standard
486,Trailer,623,2017,IFOR WILLIAMS,Silver,2/25/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
487,Trailer,623,2009,DOMESTIC TRAILER,Silver,10/9/2021,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
488,Trailer,623,2020,TUFF,Silver,12/6/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
489,Boat Trailer,623,2020,WAVERUNNER,Grey,10/24/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
490,Trailer,584,2008,TRAILER,Silver,1/4/2022,102,Auckland,New Zealand,1695200,343.09,Mono - Way,Standard
491,Roadbike,550,1985,CX,White,2/16/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
492,Roadbike,611,2005,GN250,Blue,1/28/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
493,Boat Trailer,623,1990,BOAT TRAILER,White,1/18/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
494,Trailer,623,2021,BOX,White,3/10/2022,106,Hawke's Bay,New Zealand,182700,12.92,Trailer,Standard
495,Trailer,623,2021,CAR TRANSPORTER,Grey,11/24/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
496,Moped,585,2005,JET EURO X,Silver,1/24/2022,109,Wellington,New Zealand,543500,67.52,Moped,Standard
497,Trailer,623,2021,ELITE 8X4,Silver,12/3/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
498,Trailer,623,2021,ROADCHIEF,Silver,1/28/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
499,Trailer,562,2021,KC95,Silver,12/17/2021,114,Canterbury,New Zealand,655000,14.72,Kea,Standard
500,Trailer - Heavy,623,2021,BRENT SMITH TB1,Silver,1/18/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
501,Trailer,623,2021,TRAYLA,Silver,10/16/2021,107,Taranaki,New Zealand,127300,17.55,Trailer,Standard
502,Trailer,538,2021,BRENT SMITH TRAILERS,Silver,2/4/2022,102,Auckland,New Zealand,1695200,343.09,Factory Built,Standard
503,Boat Trailer,623,2021,BOAT TRAILER,Silver,11/19/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
504,Trailer,623,1968,HAYES,Grey,1/28/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
505,Trailer,623,2021,TUI TRAILERS,Grey,2/21/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
506,Trailer,528,2021,FACTORYBUILT,Silver,12/24/2021,102,Auckland,New Zealand,1695200,343.09,Dacia,Standard
507,Trailer,549,1969,TRAILER,Blue,2/23/2022,103,Waikato,New Zealand,513800,21.5,Homebuilt,Standard
508,Trailer,549,1997,TRANSPORTE GT PRODCU,Silver,2/14/2022,104,Bay of Plenty,New Zealand,347700,28.8,Homebuilt,Standard
509,Trailer,623,1967,HOMEMADE,Green,12/9/2021,115,Otago,New Zealand,246000,7.89,Trailer,Standard
510,Trailer,623,2021,HOMEBUILT,Grey,12/22/2021,107,Taranaki,New Zealand,127300,17.55,Trailer,Standard
511,Trailer,623,2021,CAR TRANSPORT,Silver,1/22/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
512,Trailer,623,2021,CAR TRANSPORRT,Silver,3/15/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
513,Trailer,623,2021,TRAYLA,Silver,12/7/2021,109,Wellington,New Zealand,543500,67.52,Trailer,Standard
514,Trailer,623,1998,HOMEMADE,Green,3/16/2022,107,Taranaki,New Zealand,127300,17.55,Trailer,Standard
515,Trailer,549,2021,TRAILER,Black,3/4/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Homebuilt,Standard
516,Trailer,572,2021,DOMESTIC TRAILER,Silver,11/15/2021,115,Otago,New Zealand,246000,7.89,Lochiel,Standard
517,Caravan,623,2021,TRANSPORTER,Silver,2/23/2022,106,Hawke's Bay,New Zealand,182700,12.92,Trailer,Standard
518,Trailer,623,2021,ROAD CHIEF,Silver,12/13/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
519,Moped,550,2002,NVS,Blue,1/23/2022,109,Wellington,New Zealand,543500,67.52,Honda,Standard
520,Trailer,623,2021,HEAVEN171H,Silver,11/15/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Trailer,Standard
521,Trailer,623,1976,LOCAL,Grey,1/7/2022,105,Gisborne,New Zealand,52100,6.21,Trailer,Standard
522,Caravan,571,1975,CHEVRON 1500,White,1/13/2022,102,Auckland,New Zealand,1695200,343.09,Liteweight,Standard
523,Trailer,623,2021,CAR TRAILER,Silver,12/29/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
524,Trailer,623,2021,D-MAX FLATDECK,Silver,12/9/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
525,Roadbike,561,2005,ZX,Silver,12/9/2021,103,Waikato,New Zealand,513800,21.5,Kawasaki,Standard
526,Trailer,623,2021,DOMESTIC,Silver,12/14/2021,101,Northland,New Zealand,201500,16.11,Trailer,Standard
527,Trailer,623,2021,KING,Silver,11/8/2021,107,Taranaki,New Zealand,127300,17.55,Trailer,Standard
528,Roadbike,611,2002,GS,Black,12/1/2021,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
529,Moped,611,2000,STREET MAGIC TR50 8,Green,2/26/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
530,Roadbike,611,2002,SV650S,Red,1/30/2022,107,Taranaki,New Zealand,127300,17.55,Suzuki,Standard
531,Trailer,623,2017,OUTPOST 10X6,Silver,2/14/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
532,Trailer,562,2017,KC 126,Silver,1/10/2022,102,Auckland,New Zealand,1695200,343.09,Kea,Standard
533,Trailer,622,2017,COMPASS S74,Silver,12/9/2021,114,Canterbury,New Zealand,655000,14.72,Trail-Lite,Standard
534,Trailer,623,2017,GOODS,Grey,4/5/2022,109,Wellington,New Zealand,543500,67.52,Trailer,Standard
535,Trailer,623,1977,HOMEBUILT,White,11/16/2021,105,Gisborne,New Zealand,52100,6.21,Trailer,Standard
536,Trailer,623,2017,M J TANDEM AXLE,Silver,12/20/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
537,Trailer,623,2017,TOTAL POWER,Silver,11/15/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
538,Trailer,623,2017,TRAYLA,Silver,11/21/2021,106,Hawke's Bay,New Zealand,182700,12.92,Trailer,Standard
539,Boat Trailer,623,2000,FRONT RUNNER,Silver,12/15/2021,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
540,Trailer,623,2017,HOMEBUILT,Silver,4/5/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Trailer,Standard
541,Trailer,623,2017,UTBT,Silver,3/13/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
542,Saloon,511,1963,S3,White,4/5/2022,109,Wellington,New Zealand,543500,67.52,Bentley,Luxury
543,Trailer,623,2017,CAR DOLLY,Silver,10/27/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Trailer,Standard
544,Boat Trailer,623,2002,JETSKI FACTORYBUILT,Silver,3/14/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
545,Trailer,623,2017,COMPASS-KHSTTI,Silver,2/9/2022,109,Wellington,New Zealand,543500,67.52,Trailer,Standard
546,Trailer,623,2017,COMPASS-KHSTTI,Silver,11/12/2021,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
547,Trailer,595,2017,TRADE WELLSIDE,Silver,3/18/2022,102,Auckland,New Zealand,1695200,343.09,Pinto,Standard
548,Trailer,623,2018,DOMESTIC,Black,1/16/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
549,Trailer,623,2021,TIPPER,Silver,2/15/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
550,Roadbike,550,2007,SCV,Red,3/3/2022,109,Wellington,New Zealand,543500,67.52,Honda,Standard
551,Trailer,623,2021,7X4,Silver,11/20/2021,109,Wellington,New Zealand,543500,67.52,Trailer,Standard
552,Trailer,595,2021,BRAKED TANDEM 10X5,Silver,11/8/2021,102,Auckland,New Zealand,1695200,343.09,Pinto,Standard
553,Trailer,623,2000,MANAWATU ENGINEERING,Grey,3/30/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
554,Trailer,623,1996,HOMEMADE,Grey,3/28/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
555,Trailer - Heavy,623,2021,NYMIC,Grey,10/29/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
556,Trailer,514,2021,8X5 DIGGER TRANSPORT,Silver,12/16/2021,114,Canterbury,New Zealand,655000,14.72,Briford,Standard
557,Trailer,549,2021,LOG SPLITTER,Blue,11/16/2021,107,Taranaki,New Zealand,127300,17.55,Homebuilt,Standard
558,Trailer,623,2020,DOMESTIC,Grey,2/27/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
559,Trailer,616,2021,DOMESTIC TRAILER,Silver,11/29/2021,109,Wellington,New Zealand,543500,67.52,Titan,Standard
560,Trailer,623,2021,DOMESTIC,Grey,1/3/2022,101,Northland,New Zealand,201500,16.11,Trailer,Standard
561,Boat Trailer,623,1985,BOAT,Silver,12/21/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
562,Trailer,616,2021,DOMESTIC TRAILER,Silver,10/14/2021,102,Auckland,New Zealand,1695200,343.09,Titan,Standard
563,Trailer,623,2021,BETTER,Silver,10/17/2021,105,Gisborne,New Zealand,52100,6.21,Trailer,Standard
564,Trailer,623,2021,TUFF,Silver,12/3/2021,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
565,Moped,611,2006,SJ50QT,Blue,1/31/2022,116,Southland,New Zealand,102400,3.28,Suzuki,Standard
566,Trailer,623,1998,HELLMACK 12X6,Yellow,2/7/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
567,Trailer - Heavy,623,2021,CT DIG25,Silver,2/14/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
568,Trailer,538,2021,CUSTOM,White,10/23/2021,103,Waikato,New Zealand,513800,21.5,Factory Built,Standard
569,Trailer - Heavy,623,2021,PRESCOTT,Silver,10/30/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
570,Trailer,532,2021,TRAILER,Silver,3/1/2022,107,Taranaki,New Zealand,127300,17.55,Diamond,Standard
571,Trailer,623,2021,TRAYLA,Silver,4/5/2022,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
572,Trailer,616,2021,DOMESTIC TRAILER,Silver,11/9/2021,104,Bay of Plenty,New Zealand,347700,28.8,Titan,Standard
573,Boat Trailer,623,2021,DMW,Grey,1/26/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
574,Trailer,538,2021,CONCEPT TRAILERS,Silver,2/22/2022,106,Hawke's Bay,New Zealand,182700,12.92,Factory Built,Standard
575,Trailer,623,2019,DOMESTIC,Grey,10/23/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
576,Caravan,612,2011,CARAVAN,White,11/14/2021,102,Auckland,New Zealand,1695200,343.09,Swift,Standard
577,Trailer,623,2021,TANDEM,Silver,2/24/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
578,Trailer,623,2021,JOBMATE,Silver,2/15/2022,107,Taranaki,New Zealand,127300,17.55,Trailer,Standard
579,Trailer,628,2021,DOMESTIC TRAILER,Black,1/24/2022,102,Auckland,New Zealand,1695200,343.09,Universal,Standard
580,Trailer,501,2021,HUMBAUR,Silver,2/5/2022,102,Auckland,New Zealand,1695200,343.09,Aakron Xpress,Standard
581,Boat Trailer,623,2013,JET SKI,Grey,12/6/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
582,Moped,593,2009,NAKED 50,Blue,11/18/2021,102,Auckland,New Zealand,1695200,343.09,PGO,Standard
583,Caravan,519,2009,COACHMAN AMARA 520,White,2/22/2022,114,Canterbury,New Zealand,655000,14.72,Caravan,Standard
584,Trailer,623,2021,ELITE,Silver,2/28/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
585,Trailer - Heavy,623,2021,IFOR WILLIAMS,Silver,2/20/2022,101,Northland,New Zealand,201500,16.11,Trailer,Standard
586,Moped,585,2007,VMOTO MILAN,Black,2/21/2022,102,Auckland,New Zealand,1695200,343.09,Moped,Standard
587,Hatchback,587,2008,TIIDA,Red,3/30/2022,102,Auckland,New Zealand,1695200,343.09,Nissan,Standard
588,Trailer,623,2019,DOMESTIC,Grey,10/19/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
589,Moped,585,2008,CICLONE,Red,10/18/2021,102,Auckland,New Zealand,1695200,343.09,Moped,Standard
590,Trailer,623,1993,HOMEMADE,Grey,1/20/2022,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
591,Trailer,623,1985,LOCAL,White,2/17/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
592,Trailer,623,2021,BST2021D,Silver,10/24/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
593,Trailer - Heavy,549,1987,ABEL,Yellow,10/12/2021,105,Gisborne,New Zealand,52100,6.21,Homebuilt,Standard
594,Roadbike,561,1996,VN,Black,11/22/2021,102,Auckland,New Zealand,1695200,343.09,Kawasaki,Standard
595,Trailer - Heavy,623,2018,GT17023,Silver,3/28/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
596,Trailer,616,2018,DOMESTIC TRAILER,Silver,3/21/2022,105,Gisborne,New Zealand,52100,6.21,Titan,Standard
597,Trailer,623,2018,HOMEMADE,Black,11/8/2021,101,Northland,New Zealand,201500,16.11,Trailer,Standard
598,Trailer,623,2015,DOLLY,Black,1/19/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
599,Boat Trailer,623,1976,CRESTA CRAFT,Grey,11/17/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
600,Trailer,623,2018,DOMESTIC,Silver,2/24/2022,101,Northland,New Zealand,201500,16.11,Trailer,Standard
601,Boat Trailer,623,2018,JETSKI,Silver,1/30/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62,Trailer,Standard
602,Trailer,514,2018,8X4 TANDEM,Silver,1/18/2022,114,Canterbury,New Zealand,655000,14.72,Briford,Standard
603,Trailer,562,2018,K64SA,Silver,10/16/2021,103,Waikato,New Zealand,513800,21.5,Kea,Standard
604,Trailer,623,2018,DOMESTIC TRAILER,Grey,10/25/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
605,Trailer,616,2018,DOMESTIC TRAILER,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09,Titan,Standard
606,Trailer,623,2018,DOMESTIC,White,12/12/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
607,Trailer - Heavy,623,2018,PRESCOTT,Silver,10/25/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
608,Trailer,623,2018,HOMEBUILT,Silver,12/17/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
609,Trailer - Heavy,623,2018,GT DIGGER TRAILER,Silver,11/24/2021,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
610,Trailer,623,2018,TRAYLA,Silver,11/15/2021,109,Wellington,New Zealand,543500,67.52,Trailer,Standard
611,Trailer,623,2018,BRIAN JAMES A4,Silver,1/18/2022,102,Auckland,New Zealand,1695200,343.09,Trailer,Standard
612,Trailer,616,2018,DOMESTIC TRAILER,Silver,12/29/2021,107,Taranaki,New Zealand,127300,17.55,Titan,Standard
613,Trailer,623,2018,HOMEBUILT,Grey,12/14/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62,Trailer,Standard
614,Trailer,514,2018,8X4 TANDEM,Silver,2/2/2022,114,Canterbury,New Zealand,655000,14.72,Briford,Standard
615,Trailer,549,2018,TRAILER8X4,Silver,10/11/2021,114,Canterbury,New Zealand,655000,14.72,Homebuilt,Standard
616,Trailer,623,2018,ZANDER BUILT,Grey,3/14/2022,106,Hawke's Bay,New Zealand,182700,12.92,Trailer,Standard
617,Caravan,538,1973,CRESTA CRAFT XRP,White,1/17/2022,111,Nelson,New Zealand,54500,129.15,Factory Built,Standard
618,Trailer,623,2002,DOMESTIC,Silver,10/22/2021,111,Nelson,New Zealand,54500,129.15,Trailer,Standard
619,Moped,585,2011,ELITE STAR 50,Red,3/18/2022,114,Canterbury,New Zealand,655000,14.72,Moped,Standard
620,Roadbike,625,2002,DAYTONA,Blue,11/21/2021,109,Wellington,New Zealand,543500,67.52,Triumph,Standard
621,Roadbike,611,2007,DR-Z400,Yellow,3/25/2022,109,Wellington,New Zealand,543500,67.52,Suzuki,Standard
622,Moped,563,2012,F-ACT,White,10/18/2021,102,Auckland,New Zealand,1695200,343.09,Keeway,Standard
623,Moped,617,2015,ROMA,Red,1/22/2022,102,Auckland,New Zealand,1695200,343.09,TNT Motor,Standard
624,Roadbike,550,2015,CBR,White,12/14/2021,109,Wellington,New Zealand,543500,67.52,Honda,Standard
625,Roadbike,611,2009,GN125H,Red,1/22/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
626,Moped,585,2010,SOLANA,Blue,12/26/2021,102,Auckland,New Zealand,1695200,343.09,Moped,Standard
627,Moped,629,2011,LX,Silver,4/2/2022,102,Auckland,New Zealand,1695200,343.09,Vespa,Standard
628,Moped,585,2014,EURORIDER,Black,12/25/2021,102,Auckland,New Zealand,1695200,343.09,Moped,Standard
629,Moped,611,2014,UZ,Black,12/11/2021,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
630,Roadbike,561,2014,KLX,Green,10/18/2021,109,Wellington,New Zealand,543500,67.52,Kawasaki,Standard
631,Roadbike,550,2014,GLH,White,3/14/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
632,Trailer,623,2003,PRESCOT,Silver,10/19/2021,104,Bay of Plenty,New Zealand,347700,28.8,Trailer,Standard
633,Boat Trailer,533,2003,SF535,Silver,1/9/2022,102,Auckland,New Zealand,1695200,343.09,DMW,Standard
634,Trailer,562,2002,K745A,Silver,11/7/2021,103,Waikato,New Zealand,513800,21.5,Kea,Standard
635,Roadbike,611,2010,VL250,Black,3/3/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
636,Roadbike,636,1993,XT,White,2/13/2022,101,Northland,New Zealand,201500,16.11,Yamaha,Standard
637,Moped,585,2011,ELITE STAR 50,White,1/3/2022,114,Canterbury,New Zealand,655000,14.72,Moped,Standard
638,Roadbike,565,2004,EXC,Orange,2/13/2022,101,Northland,New Zealand,201500,16.11,KTM,Standard
639,Moped,594,2013,ZIP,Black,1/20/2022,109,Wellington,New Zealand,543500,67.52,Piaggio,Standard
640,Roadbike,550,2013,WW,Black,10/13/2021,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
641,Roadbike,565,2013,390,White,1/7/2022,102,Auckland,New Zealand,1695200,343.09,KTM,Standard
642,Moped,541,2014,CAPRI,Cream,2/8/2022,102,Auckland,New Zealand,1695200,343.09,Forza,Standard
643,Moped,594,2014,ZIP,Black,2/2/2022,102,Auckland,New Zealand,1695200,343.09,Piaggio,Standard
644,Roadbike,636,2014,YZF-R6Y,Blue,12/22/2021,114,Canterbury,New Zealand,655000,14.72,Yamaha,Standard
645,Roadbike,636,2008,YZF-R6W,Blue,1/11/2022,102,Auckland,New Zealand,1695200,343.09,Yamaha,Standard
646,Moped,538,2015,TAOTAO,Red,11/17/2021,114,Canterbury,New Zealand,655000,14.72,Factory Built,Standard
647,Trailer - Heavy,623,2003,FACTORY BUILT,Silver,10/13/2021,114,Canterbury,New Zealand,655000,14.72,Trailer,Standard
648,Roadbike,545,2008,FXDC,Black,4/5/2022,102,Auckland,New Zealand,1695200,343.09,Harley Davidson,Standard
649,Roadbike,545,2007,XL,Black,3/23/2022,109,Wellington,New Zealand,543500,67.52,Harley Davidson,Standard
650,Roadbike,594,2005,VESPA,Black,12/8/2021,111,Nelson,New Zealand,54500,129.15,Piaggio,Standard
651,Roadbike,550,2011,SCV,Red,11/9/2021,103,Waikato,New Zealand,513800,21.5,Honda,Standard
652,Roadbike,611,2011,GSR,Black,3/18/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
653,Roadbike,565,2011,EXC,Orange,1/7/2022,102,Auckland,New Zealand,1695200,343.09,KTM,Standard
654,Roadbike,554,2012,GV250,Black,11/17/2021,102,Auckland,New Zealand,1695200,343.09,Hyosung,Standard
655,Moped,594,2012,ZIP,White,2/6/2022,102,Auckland,New Zealand,1695200,343.09,Piaggio,Standard
656,Moped,632,2010,MOTORCYCLE,Black,12/2/2021,104,Bay of Plenty,New Zealand,347700,28.8,Vmoto,Standard
657,Roadbike,611,2006,VZ800,Black,11/22/2021,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
658,Roadbike,611,2007,VL800,Green,1/30/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
659,Moped,593,2014,LIGERO,Red,10/20/2021,114,Canterbury,New Zealand,655000,14.72,PGO,Standard
660,Roadbike,565,2014,390,Black,12/30/2021,103,Waikato,New Zealand,513800,21.5,KTM,Standard
661,Moped,617,2015,ROMA,Black,1/19/2022,102,Auckland,New Zealand,1695200,343.09,TNT Motor,Standard
662,Roadbike,631,2013,VEGAS,Black,10/14/2021,116,Southland,New Zealand,102400,3.28,Victory,Standard
663,Boat Trailer,623,2002,LOCAL,Silver,3/30/2022,103,Waikato,New Zealand,513800,21.5,Trailer,Standard
664,Roadbike,550,2010,SCV,Red,12/9/2021,111,Nelson,New Zealand,54500,129.15,Honda,Standard
665,Moped,636,2011,MOTORCYCLE,Silver,11/16/2021,114,Canterbury,New Zealand,655000,14.72,Yamaha,Standard
666,Moped,550,2011,TODAY,Yellow,1/3/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
667,Roadbike,636,2013,YZF,Blue,3/27/2022,109,Wellington,New Zealand,543500,67.52,Yamaha,Standard
668,Moped,593,2013,PMX,Black,1/4/2022,101,Northland,New Zealand,201500,16.11,PGO,Standard
669,Roadbike,553,2014,FE,White,2/10/2022,114,Canterbury,New Zealand,655000,14.72,Husqvarna,Standard
670,Roadbike,611,2008,GSX750F,Black,3/14/2022,101,Northland,New Zealand,201500,16.11,Suzuki,Standard
671,Moped,538,2014,SHENKE,Black,11/16/2021,114,Canterbury,New Zealand,655000,14.72,Factory Built,Standard
672,Moped,585,2009,ORION SCOOTER,Yellow,1/10/2022,109,Wellington,New Zealand,543500,67.52,Moped,Standard
673,Moped,594,2005,VESPA ET2 50,Blue,2/5/2022,102,Auckland,New Zealand,1695200,343.09,Piaggio,Standard
674,Moped,636,2011,CV50,Blue,1/11/2022,109,Wellington,New Zealand,543500,67.52,Yamaha,Standard
675,Roadbike,611,2013,GW250,Red,1/27/2022,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
676,Roadbike,505,2002,RSV,Grey,3/4/2022,115,Otago,New Zealand,246000,7.89,Aprilia,Standard
677,Roadbike,550,2014,CBR,Black,3/26/2022,104,Bay of Plenty,New Zealand,347700,28.8,Honda,Standard
678,All Terrain Vehicle,550,2014,PIONEER 500,Red,3/2/2022,114,Canterbury,New Zealand,655000,14.72,Honda,Standard
679,Moped,590,2015,THOR,Red,11/27/2021,109,Wellington,New Zealand,543500,67.52,Over,Standard
680,Trailer,623,2002,OLEARY 8 X 5,Green,1/11/2022,105,Gisborne,New Zealand,52100,6.21,Trailer,Standard
681,Trailer,514,2002,8X4 TANDEM,Green,2/23/2022,114,Canterbury,New Zealand,655000,14.72,Briford,Standard
682,Moped,585,2010,VMOTO MILAN,Black,12/18/2021,102,Auckland,New Zealand,1695200,343.09,Moped,Standard
683,Roadbike,563,2011,CRUISER,Silver,11/27/2021,103,Waikato,New Zealand,513800,21.5,Keeway,Standard
684,Roadbike,505,2012,DORSODURO,Black,1/22/2022,102,Auckland,New Zealand,1695200,343.09,Aprilia,Standard
685,Roadbike,594,2012,FLY,Black,11/26/2021,102,Auckland,New Zealand,1695200,343.09,Piaggio,Standard
686,Roadbike,611,2012,GSX-R600,Black,11/22/2021,102,Auckland,New Zealand,1695200,343.09,Suzuki,Standard
687,Roadbike,550,2013,CRF,Red,11/13/2021,109,Wellington,New Zealand,543500,67.52,Honda,Standard
688,Roadbike,552,2014,FE,Blue,12/18/2021,109,Wellington,New Zealand,543500,67.52,Husaberg,Standard
689,Roadbike,550,2013,NBC,Green,10/17/2021,105,Gisborne,New Zealand,52100,6.21,Honda,Standard
690,Moped,617,2014,ROMA,Black,3/14/2022,104,Bay of Plenty,New Zealand,347700,28.8,TNT Motor,Standard
691,Roadbike,550,2014,NSC,White,1/17/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
692,Roadbike,545,2007,SOFTAIL,Black,10/25/2021,107,Taranaki,New Zealand,127300,17.55,Harley Davidson,Standard
693,Moped,550,2006,ZOOMER,Blue,2/27/2022,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
694,Roadbike,550,2015,NSC,Silver,12/15/2021,102,Auckland,New Zealand,1695200,343.09,Honda,Standard
